Product Name,Set,Card Number,Rarity,Variance,Grade,Card Condition,Quantity,Series,File Name
Taillow ,Vivid Voltage,133/185,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Taillow 
Terrakion ,Vivid Voltage,092/185,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Terrakion 
Voltorb ,Vivid Voltage,045/185,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Voltorb 
Wailmer ,Vivid Voltage,031/185,Common,Reverse Holofoil,Ungraded,Near Mint,4,Sword and shield,Wailmer 
Wailord ,Vivid Voltage,032/185,Holo Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Wailord 
Whimsicott ,Vivid Voltage,076/185,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Whimsicott 
Woobat ,Vivid Voltage,073/185,Common,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Woobat 
Wooper ,Vivid Voltage,083/185,Common,Reverse Holofoil,Ungraded,Near Mint,3,Sword and shield,Wooper 
Zeraora ,Vivid Voltage,061/185,Holo Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Zeraora 
Accelgor (Poke Ball Pattern) ,White Flare,009/086,Uncommon,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,accelgor_pokeball
Archeops ,White Flare,051/086,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,archeops 
Bouffalant ex ,White Flare,077/086,Double Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,bouffalant_ex 
Chandelure ,White Flare,018/086,Rare,Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,chandelure 
Cofagrigus ,White Flare,040/086,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,cofagrigus 
Cofagrigus (Master Ball Pattern) ,White Flare,040/086,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,cofagrigus_master
Gothitelle ,White Flare,043/086,Rare,Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,gothitelle
Harlequin ,White Flare,163/086,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,harlequin_fa
Harlequin (Poke Ball Pattern) ,White Flare,083/086,Uncommon,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,harlequin_pokeball
Hydreigon ex ,White Flare,067/086,Double Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,hydreigon_ex 
Hydreigon ex ,White Flare,161/086,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,hydreigon_ex_fa
Jellicent ex ,White Flare,045/086,Double Rare,Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,jellicent_ex
Lampent (Master Ball Pattern) ,White Flare,017/086,Common,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,lampent_master
Lampent (Poke Ball Pattern) ,White Flare,017/086,Common,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,lampent_pokeball
Patrat ,White Flare,152/086,Illustration Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,patrat_ir
Samurott ,White Flare,023/086,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,samurott 
Simisear (Poke Ball Pattern) ,White Flare,015/086,Uncommon,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,simisear_pokeball
Stunfisk (Poke Ball Pattern) ,White Flare,035/086,Uncommon,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,stunfisk_pokeball
Swanna (Poke Ball Pattern) ,White Flare,026/086,Uncommon,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,swanna_pokeball
Tepig (Poke Ball Pattern) ,White Flare,011/086,Common,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,tepig_pokeball
Terrakion ,White Flare,054/086,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,terrakion 
Tornadus ,White Flare,078/086,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,tornadus 
Vanillite ,White Flare,111/086,Illustration Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,vanillite_ir
Virizion ,White Flare,010/086,Rare,Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,virizion 
Whimsicott ex ,White Flare,157/086,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,full_art_whim
Zoroark ,White Flare,062/086,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,zoroark 
Zweilous (Poke Ball Pattern) ,White Flare,066/086,Common,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,zweilous_pokeball
Accelgor ,White Flare,009/086,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,accelgor
Antique Plume Fossil ,White Flare,079/086,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,antique_plume_fossil
Archen ,White Flare,050/086,Uncommon,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Archen
Basculin ,White Flare,024/086,Common,Normal,Ungraded,Near Mint,5,Scarlet and Violet,Basculin 
Blitzle ,White Flare,031/086,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Blitzle 
Boldore ,White Flare,047/086,Common,Normal,Ungraded,Near Mint,5,Scarlet and Violet,Boldore 
Brave Bangle ,White Flare,080/086,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,brave_bangle
Cheren ,White Flare,081/086,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Cheren 
Cottonee ,White Flare,004/086,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Cottonee 
Deerling ,White Flare,006/086,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Deerling 
Deino ,White Flare,065/086,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Deino 
Dewott ,White Flare,022/086,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Dewott 
Druddigon ,White Flare,071/086,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Druddigon 
Ducklett ,White Flare,025/086,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Ducklett 
Durant ,White Flare,070/086,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Durant 
Energy Retrieval ,White Flare,082/086,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,energy_retrieval 
Ferrothorn ,White Flare,069/086,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Ferrothorn 
Galvantula ,White Flare,034/086,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Galvantula 
Garbodor ,White Flare,060/086,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Garbodor 
Gigalith ,White Flare,048/086,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Gigalith 
Gothita ,White Flare,041/086,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Gothita 
Gothorita ,White Flare,042/086,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Gothorita 
Harlequin ,White Flare,083/086,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Harlequin 
Heatmor ,White Flare,019/086,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Heatmor 
Herdier ,White Flare,075/086,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Herdier 
Hilda ,White Flare,084/086,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Hilda 
Ignition Energy ,White Flare,086/086,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,ignition_energy
Joltik ,White Flare,033/086,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Joltik 
Lampent ,White Flare,017/086,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Lampent 
Leavanny ,White Flare,003/086,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Leavanny 
Liepard ,White Flare,056/086,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Liepard 
Lillipup ,White Flare,074/086,Common,Normal,Ungraded,Near Mint,5,Scarlet and Violet,Lillipup 
Litwick ,White Flare,016/086,Common,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Litwick 
Mandibuzz ,White Flare,064/086,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Mandibuzz 
Mienfoo ,White Flare,052/086,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Mienfoo 
Mienshao ,White Flare,053/086,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Mienshao 
Oshawott ,White Flare,021/086,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Oshawott 
Pansear ,White Flare,014/086,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Pansear 
Patrat ,White Flare,072/086,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Patrat 
Pignite ,White Flare,012/086,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Pignite 
Purrloin ,White Flare,055/086,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Purrloin 
Roggenrola ,White Flare,046/086,Common,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Roggenrola 
Sawk ,White Flare,049/086,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Sawk 
Sawsbuck ,White Flare,007/086,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Sawsbuck 
Scrafty ,White Flare,058/086,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Scrafty 
Scraggy ,White Flare,057/086,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Scraggy 
Sewaddle ,White Flare,001/086,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Sewaddle 
Sigilyph ,White Flare,038/086,Uncommon,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Sigilyph 
Simisear ,White Flare,015/086,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Simisear 
Stoutland ,White Flare,076/086,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Stoutland 
Stunfisk ,White Flare,035/086,Uncommon,Normal,Ungraded,Near Mint,5,Scarlet and Violet,Stunfisk 
Swadloon ,White Flare,002/086,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Swadloon 
Swanna ,White Flare,026/086,Uncommon,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Swanna 
Swoobat ,White Flare,037/086,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Swoobat 
Tepig ,White Flare,011/086,Common,Normal,Ungraded,Near Mint,5,Scarlet and Violet,Tepig 
Tool Scrapper ,White Flare,085/086,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Tool_Scrapper 
Trubbish ,White Flare,059/086,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Trubbish 
Vanillish ,White Flare,028/086,Common,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Vanillish 
Vanillite ,White Flare,027/086,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Vanillite 
Vanilluxe ,White Flare,029/086,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Vanilluxe 
Vullaby ,White Flare,063/086,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Vullaby 
White Flare Elite Trainer Box ,White Flare,,,Normal,Ungraded,Near Mint,1,Scarlet and Violet,White Flare Elite Trainer Box 
Woobat ,White Flare,036/086,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Woobat 
Yamask ,White Flare,039/086,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Yamask 
Zebstrika ,White Flare,032/086,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Zebstrika 
Zorua ,White Flare,061/086,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Zorua 
Zweilous ,White Flare,066/086,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Zweilous 
Accelgor ,White Flare,009/086,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Accelgor 
Antique Plume Fossil ,White Flare,079/086,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Antique Plume Fossil 
Blitzle ,White Flare,031/086,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Blitzle 
Chandelure ,White Flare,018/086,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Chandelure 
Cheren ,White Flare,081/086,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Cheren 
Cottonee ,White Flare,004/086,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Cottonee 
Deino ,White Flare,065/086,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Deino 
Druddigon ,White Flare,071/086,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Druddigon 
Durant ,White Flare,070/086,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Durant 
Energy Retrieval ,White Flare,082/086,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,energy_retrieval 
Frillish ,White Flare,044/086,Common,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Frillish 
Ignition Energy ,White Flare,086/086,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,ignition_energy 
Lampent ,White Flare,017/086,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Lampent 
Litwick ,White Flare,016/086,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Litwick 
Mandibuzz ,White Flare,064/086,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Mandibuzz 
Mienshao ,White Flare,053/086,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Mienshao 
Oshawott ,White Flare,021/086,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Oshawott 
Pansear ,White Flare,014/086,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Pansear 
Pignite ,White Flare,012/086,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Pignite 
Samurott ,White Flare,023/086,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Samurott 
Scraggy ,White Flare,057/086,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Scraggy 
Swadloon ,White Flare,002/086,Common,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Swadloon 
Tepig ,White Flare,011/086,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Tepig 
Terrakion ,White Flare,054/086,Rare,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Terrakion 
Trubbish ,White Flare,059/086,Common,Reverse Holofoil,Ungraded,Near Mint,3,Scarlet and Violet,Trubbish 
Vanillish ,White Flare,028/086,Common,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Vanillish 
Vullaby ,White Flare,063/086,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Vullaby 
Woobat ,White Flare,036/086,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Woobat 
Zweilous ,White Flare,066/086,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Zweilous 
Hitmontop ,WoTC Promo,37/53,Promo,Normal,Ungraded,Near Mint,1,Wizards of the coast,Hitmontop 
Mewtwo (14),WoTC Promo,14/53,Promo,Normal,Ungraded,Near Mint,1,Wizards of the coast,Mewtwo 14
Bronzong BREAK ,XY - Fates Collide,62,Rare BREAK,Holofoil,Ungraded,Near Mint,1,XY,Bronzong_BREAK 
Lucario (63),XY - Fates Collide,63,Holo Rare,Holofoil,Ungraded,Near Mint,2,XY,Lucario_63
Mew ,XY - Fates Collide,29,Holo Rare,Holofoil,Ungraded,Near Mint,1,XY,Mew 
Tyranitar ,XY - Fates Collide,56,Holo Rare,Holofoil,Ungraded,Near Mint,2,XY,Tyranitar 
White Kyurem ,XY - Fates Collide,21,Holo Rare,Holofoil,Ungraded,Near Mint,1,XY,White Kyurem 
Aerodactyl ,XY - Fates Collide,76,Rare,Normal,Ungraded,Near Mint,1,XY,Aerodactyl 
Alakazam Spirit Link ,XY - Fates Collide,90,Uncommon,Normal,Ungraded,Near Mint,2,XY,Alakazam Spirit Link 
Altaria Spirit Link ,XY - Fates Collide,91,Uncommon,Normal,Ungraded,Near Mint,3,XY,Altaria Spirit Link 
Audino Spirit Link ,XY - Fates Collide,92,Uncommon,Normal,Ungraded,Near Mint,1,XY,Audino Spirit Link 
Barbaracle ,XY - Fates Collide,23,Rare,Normal,Ungraded,Near Mint,2,XY,Barbaracle 
Bent Spoon ,XY - Fates Collide,93,Uncommon,Normal,Ungraded,Near Mint,2,XY,Bent Spoon 
Binacle ,XY - Fates Collide,22,Common,Normal,Ungraded,Near Mint,6,XY,Binacle 
Braixen ,XY - Fates Collide,12,Uncommon,Normal,Ungraded,Near Mint,3,XY,Braixen 
Bronzong ,XY - Fates Collide,61,Rare,Normal,Ungraded,Near Mint,1,XY,Bronzong 
Bronzor ,XY - Fates Collide,60,Common,Normal,Ungraded,Near Mint,8,XY,Bronzor 
Burmy ,XY - Fates Collide,2,Common,Normal,Ungraded,Near Mint,11,XY,Burmy 
Carbink (49),XY - Fates Collide,49,Rare,Normal,Ungraded,Near Mint,1,XY,Carbink 49
Carbink (50),XY - Fates Collide,50,Common,Normal,Ungraded,Near Mint,6,XY,Carbink 50
Chaos Tower ,XY - Fates Collide,94,Uncommon,Normal,Ungraded,Near Mint,1,XY,Chaos Tower 
Cinccino (88),XY - Fates Collide,88,Uncommon,Normal,Ungraded,Near Mint,3,XY,Cinccino 88
Cinccino (89),XY - Fates Collide,89,Uncommon,Normal,Ungraded,Near Mint,2,XY,Cinccino 89
Cottonee ,XY - Fates Collide,70,Common,Normal,Ungraded,Near Mint,6,XY,Cottonee 
Deerling ,XY - Fates Collide,8,Common,Normal,Ungraded,Near Mint,6,XY,Deerling 
Devolution Spray ,XY - Fates Collide,95,Uncommon,Normal,Ungraded,Near Mint,2,XY,Devolution Spray 
Dewgong ,XY - Fates Collide,16,Uncommon,Normal,Ungraded,Near Mint,2,XY,Dewgong 
Diglett ,XY - Fates Collide,36,Common,Normal,Ungraded,Near Mint,9,XY,Diglett 
Dome Fossil Kabuto ,XY - Fates Collide,96,Uncommon,Normal,Ungraded,Near Mint,3,XY,Dome Fossil Kabuto 
Double Colorless Energy ,XY - Fates Collide,114,Uncommon,Normal,Ungraded,Near Mint,1,XY,Double Colorless Energy 
Duosion ,XY - Fates Collide,34,Uncommon,Normal,Ungraded,Near Mint,3,XY,Duosion 
Energy Pouch ,XY - Fates Collide,97,Uncommon,Normal,Ungraded,Near Mint,1,XY,Energy Pouch 
Energy Reset ,XY - Fates Collide,98,Uncommon,Normal,Ungraded,Near Mint,3,XY,Energy Reset 
Exploud ,XY - Fates Collide,82,Rare,Normal,Ungraded,Near Mint,1,XY,Exploud 
Fairy Drop ,XY - Fates Collide,99,Uncommon,Normal,Ungraded,Near Mint,1,XY,Fairy Drop 
Fairy Garden ,XY - Fates Collide,100,Uncommon,Normal,Ungraded,Near Mint,3,XY,Fairy Garden 
Fennekin (10),XY - Fates Collide,10,Common,Normal,Ungraded,Near Mint,4,XY,Fennekin 10
Fennekin (11),XY - Fates Collide,11,Common,Normal,Ungraded,Near Mint,4,XY,Fennekin 11
Fossil Excavation Kit ,XY - Fates Collide,101,Uncommon,Normal,Ungraded,Near Mint,1,XY,Fossil Excavation Kit 
Gothita ,XY - Fates Collide,32,Common,Normal,Ungraded,Near Mint,8,XY,Gothita 
Grumpig ,XY - Fates Collide,31,Rare,Normal,Ungraded,Near Mint,2,XY,Grumpig 
Hawlucha ,XY - Fates Collide,48,Uncommon,Normal,Ungraded,Near Mint,3,XY,Hawlucha 
Helix Fossil Omanyte ,XY - Fates Collide,102,Uncommon,Normal,Ungraded,Near Mint,2,XY,Helix Fossil Omanyte 
Jigglypuff ,XY - Fates Collide,65,Common,Normal,Ungraded,Near Mint,6,XY,Jigglypuff 
Kabuto ,XY - Fates Collide,38,Uncommon,Normal,Ungraded,Near Mint,3,XY,Kabuto 
Kabutops ,XY - Fates Collide,39,Rare,Normal,Ungraded,Near Mint,1,XY,Kabutops 
Kangaskhan ,XY - Fates Collide,75,Uncommon,Normal,Ungraded,Near Mint,4,XY,Kangaskhan 
Koffing ,XY - Fates Collide,27,Common,Normal,Ungraded,Near Mint,9,XY,Koffing 
Larvitar (40),XY - Fates Collide,40,Common,Normal,Ungraded,Near Mint,9,XY,Larvitar 40
Larvitar (41),XY - Fates Collide,41,Common,Normal,Ungraded,Near Mint,6,XY,Larvitar 41
Loudred ,XY - Fates Collide,81,Uncommon,Normal,Ungraded,Near Mint,2,XY,Loudred 
Lucario (47),XY - Fates Collide,47,Rare,Normal,Ungraded,Near Mint,2,XY,Lucario 47
Lugia ,XY - Fates Collide,78,Rare,Normal,Ungraded,Near Mint,1,XY,Lugia 
Marowak ,XY - Fates Collide,37,Rare,Normal,Ungraded,Near Mint,1,XY,Marowak 
Mega Catcher ,XY - Fates Collide,104,Uncommon,Normal,Ungraded,Near Mint,1,XY,Mega Catcher 
Meowth ,XY - Fates Collide,74,Common,Normal,Ungraded,Near Mint,8,XY,Meowth 
Minccino (86),XY - Fates Collide,86,Common,Normal,Ungraded,Near Mint,7,XY,Minccino 86
Minccino (87),XY - Fates Collide,87,Common,Normal,Ungraded,Near Mint,4,XY,Minccino 87
Moltres ,XY - Fates Collide,9,Rare,Normal,Ungraded,Near Mint,1,XY,Moltres 
Mothim ,XY - Fates Collide,4,Rare,Normal,Ungraded,Near Mint,2,XY,Mothim 
Mr. Mime ,XY - Fates Collide,67,Rare,Normal,Ungraded,Near Mint,1,XY,Mr. Mime 
N (Supporter) ,XY - Fates Collide,105,Uncommon,Normal,Ungraded,Near Mint,1,XY,N
Old Amber Aerodactyl ,XY - Fates Collide,106,Uncommon,Normal,Ungraded,Near Mint,3,XY,Old Amber Aerodactyl 
Omanyte ,XY - Fates Collide,17,Uncommon,Normal,Ungraded,Near Mint,2,XY,Omanyte 
Omastar ,XY - Fates Collide,18,Rare,Normal,Ungraded,Near Mint,2,XY,Omastar 
Pokemon Fan Club ,XY - Fates Collide,107,Uncommon,Normal,Ungraded,Near Mint,1,XY,Pokemon Fan Club 
Power Memory ,XY - Fates Collide,108,Uncommon,Normal,Ungraded,Near Mint,2,XY,Power Memory 
Pupitar ,XY - Fates Collide,42,Uncommon,Normal,Ungraded,Near Mint,4,XY,Pupitar 
Random Receiver ,XY - Fates Collide,109,Uncommon,Normal,Ungraded,Near Mint,2,XY,Random Receiver 
Reuniclus ,XY - Fates Collide,35,Rare,Normal,Ungraded,Near Mint,1,XY,Reuniclus 
Riolu (45),XY - Fates Collide,45,Common,Normal,Ungraded,Near Mint,7,XY,Riolu 45
Riolu (46),XY - Fates Collide,46,Common,Normal,Ungraded,Near Mint,9,XY,Riolu 46
Rotom ,XY - Fates Collide,24,Rare,Normal,Ungraded,Near Mint,1,XY,Rotom 
Scorched Earth ,XY - Fates Collide,110,Uncommon,Normal,Ungraded,Near Mint,1,XY,Scorched Earth 
Seel ,XY - Fates Collide,15,Common,Normal,Ungraded,Near Mint,5,XY,Seel 
Serperior ,XY - Fates Collide,7,Rare,Normal,Ungraded,Near Mint,1,XY,Serperior 
Servine ,XY - Fates Collide,6,Uncommon,Normal,Ungraded,Near Mint,4,XY,Servine 
Shauna ,XY - Fates Collide,111,Uncommon,Normal,Ungraded,Near Mint,4,XY,Shauna 
Shuckle ,XY - Fates Collide,1,Uncommon,Normal,Ungraded,Near Mint,2,XY,Shuckle 
Snivy ,XY - Fates Collide,5,Common,Normal,Ungraded,Near Mint,8,XY,Snivy 
Snubbull ,XY - Fates Collide,68,Common,Normal,Ungraded,Near Mint,8,XY,Snubbull 
Solosis ,XY - Fates Collide,33,Common,Normal,Ungraded,Near Mint,7,XY,Solosis 
Spoink ,XY - Fates Collide,30,Common,Normal,Ungraded,Near Mint,6,XY,Spoink 
Strong Energy ,XY - Fates Collide,115,Uncommon,Normal,Ungraded,Near Mint,2,XY,Strong Energy 
Team Rocket's Handiwork ,XY - Fates Collide,112,Uncommon,Normal,Ungraded,Near Mint,2,XY,Team Rockets Handiwork 
Ultra Ball ,XY - Fates Collide,113,Uncommon,Normal,Ungraded,Near Mint,3,XY,Ultra Ball 
Vullaby ,XY - Fates Collide,57,Common,Normal,Ungraded,Near Mint,9,XY,Vullaby 
Weezing ,XY - Fates Collide,28,Uncommon,Normal,Ungraded,Near Mint,2,XY,Weezing 
Whimsicott ,XY - Fates Collide,71,Uncommon,Normal,Ungraded,Near Mint,2,XY,Whimsicott 
Whismur ,XY - Fates Collide,80,Common,Normal,Ungraded,Near Mint,7,XY,Whismur 
Wigglytuff ,XY - Fates Collide,66,Uncommon,Normal,Ungraded,Near Mint,2,XY,Wigglytuff 
Wormadam ,XY - Fates Collide,3,Uncommon,Normal,Ungraded,Near Mint,4,XY,Wormadam 
Wormadam (44),XY - Fates Collide,44,Uncommon,Normal,Ungraded,Near Mint,3,XY,Wormadam 44
Wormadam (59),XY - Fates Collide,59,Uncommon,Normal,Ungraded,Near Mint,3,XY,Wormadam 59
Zygarde (52),XY - Fates Collide,52,Uncommon,Normal,Ungraded,Near Mint,3,XY,Zygarde 52
